,twitts,sentiment
21994,"@Nolascratch Sorry, man. Gotta attend to my sccholarly duties. ",0
21995,@Ganga108 Especially the hands ,0
21996,"Just got back from a mountain run with my Dad. ~250miles for me today. My Dad scratched his bike, and I put a mark on my frame slider. ",0
21997,@EDGEnick I tried to download it yesterday but it wouldn't play on my itunes for some reason ,0
21998,so distracted by twitter + youtube when i reaaaaaaally should be studying for my double exam tomr ahh ,0
21999,Getting some sleep before another EXCITING day of work!!  - http://bkite.com/07Sxq,0
22000,@SincereBC i lost your aim  msg me..,0
22001,read about x-rays and radiation or read @crystalchappell tweets...hmmm. at 39 you would think i would have more discipline.  ,1
22002,leaving for college soon. i have a communication exam today ,0
22003,@gisellenguyen Awesome! Will discuss with journo society and let you know. ,1
22004,Watching JFallon  it's the bessssst !,1
22005,@namallanka Thankya very much  What's new in your world?,1
22006,Woohoo! The Lunch Bunch Concert Series at the Gallivan Center starts next Monday! I'll spend many lunches there. ,1
22007,Helloo! Its Sunday... 5 to 6... and... raining ,0
22008,@caroardilla &quot;A&quot; &quot;A&quot; all the day ,1
22009,"@surfnutt would be nice to see another Vettel win, but either way I won't see it cos about to go out now ",0
22010,"@Caitlinjstasey well, goodnight &amp; welcome to twitter. ",1
22011,Missed the gf ,0
22012,really hot here ,0
22013,@lunaticsoup back at docs at 2pm for newbie checkout and stomach check ,0
22014,just got done cleaning. gahhh. no plans yett  i should make somee,0
22015,is back at home...had a great day  http://plurk.com/p/svkc8,1
22016,@Gracemile i miss you too! we gotta taaalk!! ,1
22017,@arnoldtblumberg would that be the photo of a certain Mr TD? ,1
22018,i hate this weather! ,0
22019,@mitchelmusso i wish i could come but i cant im from england ,0
22020,"@John_Southern Hey Twiend       xox (Yes i robbed ashlie's kisses, that makes me an inbread :s so have u, ur inbread too) LY x",1
22021,"yes, theater. i get off right before the movie starts. ",1
22022,@taytayee hi taytay good luck with your exams and I luv your dress  get some sleep so you can blitz your exams....,1
22023,"Wonderful night - dinner at the north end and Spring Awakening  third time seeing it, and it still makes me cry lol go see it!",1
22024,"@johnwhitehouse on sci fi hd, yeah ",0
22025,"leaving school at 12:30, getting hair done w. the girls! then PROM WITH JON! &amp; wildwood with everyone till monday!  &lt;3",1
22026,"@aspenglow oh no! Hope you feel better soon  for a second I thought you meant stitches in knitting, hehe. Hugs!!",0
22027,@KirstyBee38 yeah same. i forgot what number frequency thingy radio1 was. so Internet it was. im listening to bubblewrap now  yum.,1
22028,@HenTeam   That's the history of my life ,0
22029,"Got let out off college early today! Finished at 1, home for 1:30, tennis on at 1:32! Now this is more like it ",1
22030,alles doof im moment ,0
22031,Getting ready for work/I am still kind of sick ,0
22032,MADE UP WITH MY FRIEND! LIKE HIM A LOT ,0
22033,@RiskyBusinessMB i wish i could go to san diego today  but i've got to work today ,0
22034,Oh sad... I thought there was a way to just search hashtags @linnix ,0
22035,WTH?! NOW I DONT KNOW WHAT THIS SONG IS ,1
22036,@phildev Hey mista! I was there. But I didn't go upstairs.  Wish I knew you were there. Would have had a drink with ya! ,0
22037,@JeffGignac Awww thanks! Appreciate the birthday wishes ,1
22038,@Lisa_Veronica Yay!  Congratulations!  I love &quot;Untouched&quot;  &lt;3,1
22039,@kogibbq Let us know when you can make it to Chicago. ,1
22040,Off to college in a bit less than half an hour  Work still not finished. @SensesFail tonight though. (Y),0
22041,tummy ache ,0
22042,@HBanner actually I felt Better not Being on weird I know LOL. I missed talking to u guys tho. ,0
22043,@kieranwelch they didn't call me cute either... *dies* my life is blegh. ,0
22044,@cat_cho cathieeeee!  i am having fluffy withdrawals   i am coming out to play soon!!!,0
22045,Sleep ZzZzZz  I heard the word &quot;divorce&quot; too many times today! Its all good cuz I dont believe in marriage anyway! MOB got work in the am,1
22046,@JennaMadison  Sounds scary to me .lol ,1
22047,Started my new job today. Hopefully I'll make some good money ,1
22048,"David Carradine, really? Don't you remember that when you step on a fish &amp; it stops flopping, nothing you can do will make it flop again? ",0
22049,Going out shopping with my brother. About time I spend bonding time with him. ,1
22050,"@shrick I know, but you put me down   Just got home from work.",0
22051,"living the dream , baby living the dream!! ",1
22052,@DH_Photography thanks! ,1
22053,Patty Smyth just came one the radio at DQ...&quot;...bang bang! I am the warrior&quot; ,1
22054,@danaluv if you like 2 laugh..have a good time..follow me..its just that simple ,1
22055,SO SICK OF GOING TO BED AT 130 AND WAKING UP AT 7 ,0
22056,"My blinds arrived, yaaaay! But one is too big, booooo! ",0
22057,didn't get my bbq  but it's a beautiful sunny day!! Better luck next time...,0
22058,Arrrrg I have to tidy my room  not going to though ;),0
22059,OMG IM SO EXCITED ABOUT TOMORROW ,1
22060,@MelissaStetten I know the feeling. Our dog finally caught &amp; brought in the rabbit she's been chasing for weeks--too bad it was a baby ,0
22061,@teddy_graham Oklahoma income tax is only 4.5%.  But then you have to live in Oklahoma (which is really close to TX  ),0
22062,@_Au_ I know it! but they are clear up north...I was hoping for something closer ,0
22063,About to attempt to write a Forex piece on http://dailyforex.com/ (where I work). It's about the basics of Forex. Here goes nothing! ,1
22064,"Scared, information overload and worried. But still standing to face the future. God give me strength ",0
22065,I fixed my own computer today. SO proud of what I can accomplish if I put my mind to it. ,1
22066,where's my dignity ? ,0
22067,"@reginafrancisco I hate it :| I want to see you more often, like every minute, every second! ) I KNOW  I left my future job! HAHAHA )",0
22068,@David_Hadley i hate you too. ,1
22069,@Elikapeka I think you can't remove it if the search comes up with no results at all......not sure ,0
22070,"@BlayzeThePro Lol,, Sorry,,. Ate Yours,.! Its Pretty Hot Couldn' Help Myself,,. : \ Greedy It Is Then,,. ",1
22071,@mariramos hola Mari. Happy Mother's Day! Enjoy the family and the beach ,1
22072,"How is it that I'm getting bored at Wal-Mart?!  Oh, yea. It's cause I'm behaving. ",0
22073,Ciao Roma  in bad need of a lesleys.,0
22074,@JonahStahl i don't really like zomg  rofl,1
22075,@DJTracyYoung #weeds is the best show ever  yesss!!! How come you stopped following me dawll ;0,1
22076,Wanna see 'New Moon' now...have to wait 'til November...such a long time ,0
22077,"So much music, so little time  #rf09",0
22078,@JessicaLHansen You better beat @gunkdog in your Wii Guitar Hero challenge or you're so fired! Girls can rock harder than boys! ,1
22079,"I was waking cuz my niece is sick  She was shaking, thought she was just cold, I covered her but she still shaking so I woke up ur mom.",0
22080,on the way to shakeys to hang out with abby and the other girls then moviesss tonight ,1
22081,@itsmeduh ur not gonna be there Friday = LAME ,1
22082,Developer just sent me an awesome prototype. Time for some magical CSSing! ,1
22083,It's no fun n here 2 nite ,0
22084,@SlvrLambStudios Good thing your dad is into photography too!  Have a good shoot tomorrow! Loving the cool weather right now. ,1
22085,"Spent all day in the zoo with my gran, then went to see the carnival parade and my camera died  SO tired now! Need the speedy sleep.",0
22086,"@saffrontaylor Thanks for the follow up, my beautiful British friend. ",1
22087,@justamoochin HA HA It's early yet but I expect nothing but perfection for this gorgeous day.   (glancing at sky for meteor shower),1
22088,@Jet117: that's because your family CLEARLY rocks at life. ,1
22089,Im tired... I havent been off work in some time ,0
22090,F**K! drop by 4  33. renantech.com,0
22091,spent my last tenner till next Thursday ,0
22092,@mikebeckham in reference to??... I tweet too much I think  lose track,0
22093,@samovarious I think my laptop has died ,0
22094,Wanted to sleep this morning but have to work ,0
22095,@HotMBC my sister Bella LOVES killing papers. Maybe she would take those off your paws ,1
22096,"@NiteingGail searching for &quot;Pomeranian&quot; in Twitter, I saw your post. Thoughts &amp; prayers are with you and Pearl ",0
22097,I got a new cordless drill. anyone need anything fixed? ,1
22098,"Been up since 5:30 this morning, feeling sick, and I have to give a presentation in an hour, prayers are appreciated. ",1
22099,TWINS GAME!! bitter sweet. my last game at the dome. ,0
22100,which bloggers r in london next fridayyyy and want to meet? i feel rather left out ,1
22101,I was so disappointed when i heard My Name Is Earl was cancelled  Somebody better pick it up! #saveEarl,0
22102,I have started the Crestview News Bulletin on Twitter (through Twitterfeed)! Follow them at @CrestviewNB ,1
22103,finished reading Breaking Dawn... almost cried at the end but then it got happy again  now what am I gonna do!! its over!,1
22104,I dnt think I can go bak 2 sleep this time  I can play sleep tho so my momma dnt ask me 2 do nuthin!,0
22105,Just came back from swimming. Haa. nice to be back in the pool. ,1
22106,@JuliePerrine  That's bad. What platform?,0
22107,my little bro graduated ahhh  so proud of him!,1
22108,misses my kids ,0
22109,Ok i'm not. Shall spend the time wisely on MY ASSIGNMENTS ,0
22110,school tommorow  yey im happy im i SAD!? x,1
22111,@LambertJD Heading to the movies to see &quot;Drag Me to Hell.&quot;  ,1
22112,"i need to be bold, need to jump in the cold water, need to grow older with a girl like you ",1
22113,@ColorblindFish love the pics.. I love watching everything being set up and the sound check and all that stuff.. very cool.. ,1
22114,@ikeapencils chloe ,0
22115,@Crissteenuhh http://twitpic.com/7ztxa - lmao effing good times!! awh even though my super rock disappeared  lol,0
22116,www.quality-rx.com/?fid=3498  ,1
22117,@daveg38 Thank you! I looked closely at it and couldn't spot anything untoward!  I have a policy of no-towns on a Sunday!,1
22118,@Magicbert Mine brought fuck all except for a few letters to my mutha and a Mace offers thing  lol. xo,0
22119,@mathiasbaert Glad to hear it ::waving pom poms:: Pretty damn swishy here too. ,1
22120,"@anniething1 I'm trying to find a download of it but it seems pretty unknown.  There's Japanese anime with same name, that's all I find",0
22121,"cant believe how stupid her socials teacher is, and is going to shitthebed and send him a hate, mean letter for make her more stupid ",0
22122,Finally got my itouch. Writing a 5 page paper on psychology. So tired   http://twitpic.com/7isnt,0
22123,interview for foundation art tomorrow ahhhhhhhhhhhhhhhhhh! Needs a job in leeds desperately ,0
22124,"@Isak there were literally hundreds of people milling around. and 2 be honest, I don't remember anyone that made an impression ",0
22125,@skycandylove i should! but tickets sold out  and i have no one to go with  ,0
22126,@mefries Thanks for the Follow  and Happy Birthday! We hope that is was Magical,1
22127,enjoying the tobymac concert at six flags chilling with pastor luis. ,1
22128,High: hitting up qdoba after a great day of happy tanners @ MTC! Low: sick  #tan,0
22129,Apartment hunting would be more fun if I had found a reliable roommate already ,0
22130,@sulphate yes pls  i need to get out of here and away from every single person i know,0
22131,"@halamazin EMBALAAA, he already  has someone  bs galy he can meet up with us",0
22132,@thomas_edwards Not until our first issue of the fall. Sorry  I can try to troubleshoot tonight to see why it's not working.,0
22133,"@DesignerBrands Hi mate, your by now button doesn't work on the iPhone ",0
22134,Mmmmmm! A glass of wine and a baseball game. Almost the perfect evening. ,1
22135,@Candice_Jo LOL I scared of roaches ,0
22136,At SFO... Boarding plane...still sick.  maybe some recycled air will make me feel better.,0
22137,is happy!  thanks guys for the great concert Cupofty and Aloha From Hell! (L),1
22138,@ljones1981 lol.. I don't know.. Just smile and have a fantastic day instead ,1
22139,had an awesome time at Kloey's party. ,1
22140,@Jason_Aldean hope to see you @ the IN state fair in August! ,1
22141,getting ready to see the GEU before Zab goes to bootcamp ,0
22142,@rxgellivictor That female jogger was weird.  You're my fave RX DJ next to Delamar!! YAY!! haha.,0
22143,"I really, really wish I'd known all the stuff James is telling me right now BEFORE I agreed to come tonight. ",0
22144,Wifey n kid left me alone with cleaner auntie again. Or should I just leave her the keys to join them the next time round? ,0
22145,so i didn't tweet at midnite  obviously i need to work on my napping skills.,0
22146,"Oh bollocks, I have a t-shirt tan ",0
22147,Hahaha just heard a commercial on the radio &quot;not even if you were all 3 jonas brothers&quot;  lol. She must be pretty serious!,1
22148,My hair is getting soooo long!  with absolutely no plans to chop it off anytime soon! Say no to hair extensions!,1
22149,@wentzhol What's the future like? ,1
22150,warm in bed with vegemite toast and apple cinnamon tea. i did NOT have a good night/not keen to study tomorrow either. i need cheering up ,0
22151,hates that her ipod died so now she ant watch the new moon trailer before going to school  *pout*,0
22152,@KTF2009 That's what I'm trying to find right now.  ,1
22153,trying to decide what to eat - gooo nuggets ,1
22154,watchingggg twilight  lol i luv that film!,1
22155,..Patiently awaiting an important e-mail from Katie at The Young Turks.. (UGH! I will go bonkers if they don't reply.. *Que screams*    x,0
22156,Settling in for a long night of work. Lots of fun stuff in store for the night. ,1
22157,"..signing off but you go &quot;ADD&quot; actress, Dania Ramirez NEW fanspace _ logon to: http://www.DaniaCapsa.com  http://daniacapsa.blogspot.com",1
22158,@iamhollycryan i'm loving how you're well into crochetting at the moment ,1
22159,@Roguestampede too late.. going home soon ,0
22160,"http://www.senseaboutscience.org.uk/index.php/site/project/331/ WHO Sense About Science. The more I read, the more angry I get ",0
22161,ugh my dad is such a buttmunch!!!! i swear i tried everything to let me go bt he jus had to b a butt...  ugh!!!!!,0
22162,@marielenh wooh hard-core raving xDD blah we have to go back to school. i think imma going to cry ,0
22163,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!,1
22164,"Third day of me kick starting to keep a diary, topic: eugenics   Finally writing something I am interested in!",1
22165,"Bummer, can't hear PHish from my house tonight   Could hear NIN when they were here though!",0
22166,"@NatanGold i am from the south, but moved considerably souther before all that nonsense started, thank goodness. ",1
22167,Playing Fuzzball reminds me of Pro-Life  http://fuzz-ball.com/twitter,1
22168,"@RWildThing Aww two grand were my fave too!  how amazing were they, especially when they sang a whole new world  love it! xx",1
22169,Family Guy nxt i hope ,1
22170,Is waking up with boys everywhere but none of them are mine ,0
22171,Has the theme from Ghostbusters stuck in his head ,0
22172,@xomalese http://twitpic.com/6q1hv - haha! had so much fun with you guys! this is so cute ,1
22173,I really need to go to bed cuz ima feel it hard...pause...in the morning. But I can't sleep. ,0
22174,@manimeow I tried replying to this inaperfectworld thread.  How do you do that? :'(,0
22175,I caaaaan't sleep.....it's 3.30am! wahhhh... i wanna cry ,0
22176,So what did you think of Bridezillas?!! We wanna know!! ,1
22177,"Musiq Soulchild, Mint Condition, and Eric Benet are all gonna be at the Indiana Black Expo this year n I'm gonna miss it.  &amp; I love themmm",0
22178,"@aamelia hahaha nah he couldnt come to the party :S me and my friend just wanted to meet him cos his name is bradie, haha ",1
22179,It's Derby Day! Shoulda setup online betting account a week ago.  Blah,0
22180,@vilmaa How's da hangover? hehe ,1
22181,things are looking good for saturday..look like i'll be seeing my Marquita... ,1
22182,half dead without friends ,0
22183,I feel soo sick like I'm gonna throw up.. ,0
22184,"Being interviewed by the Ann Arbor News for an article about my agency, Visiting Angels, and my book, Behing the Old Face ",1
22185,@y3llaswagga tht sounds like a winner! ,1
22186,"@SashaCTLC BAN @ Khia! I feel so bad for these young kids, the education system is failing them :| OMG @ 10 in the second grade ",0
22187,Just thought I'd drop by &amp; say Hi ! I knw I dn't knw u ppl &amp; U dn't knw me but Hi anyway ,1
22188,Thanks #theguild and @feliciaday (I dunno if Sandeep tweets?!) for the Ustream ,1
22189,&gt;&gt; Why I Don't Like the 2009 Giants: There are a lot of fans of the San Francisco Giants who can.. http://kl.am/Pxw (via @GiantsMLB) AMEN ,0
22190,"&quot;Oo baby, here I am, signed, sealed delivered; Im yours!&quot; Oh, Stevie Wonder ",1
22191,Watching FA Cup Final.  Its a good game and being a neutral it is a good spectacle to see ,1
22192,oh god not you too leighton ,0
22193,My mom  used my AP Tour bag as a trash bag. Goodbye ,0
22194,"@Kettums ugh, that sucks. i hate when favorite bands break up. ",0
22195,@T_Easy Yeah sweetheart! Thank you for all your encouragement  This will be huge. I just have to get the school stuff done though  xx,0
22196,just found out that the little bird nesting on the porch is called a house sparrow. not a &quot;good&quot; bird apparently ,0
22197,@iSWAGG_DOT_COM Congrats on ur car ,1
22198,@RoQkStarBarbie gave ur sister a ride to drop her son off then to work. ,1
22199,"Even though today is a holiday in China I spent the whole morning working  Managed to do a lot of work, but now I'm ready to relax a bit.",0
22200,"I am going to be bored for three house...  nothing to do, know one to talk to.. ",0
22201,Note: Do not take laptop in bath. http://bit.ly/jcrWZ  (via @eringrrl),0
22202,@bethofalltrades Never.  #LOFNOTC,0
22203,actually feel worse this morning  xxxx,0
22204,RE: Have a Blessed Sunday..  @dequese  @bobgarrett  @BossLadiToya    Thanks so much.. be blessed.,1
22205,@jayisgeek Most of the people I follow are comics related but they are interesting even if you don't care about capes! ,1
22206,practicing XCMs flourishes and whatever i could do with my cards. ,0
22207,Yaawwwwwning @ the office! ...... ,0
22208,Being at edison is like being back in high school. I miss UCF ,0
22209,You're not on.    I'll just message you first.  ,0
22210,@jakriffer I can't figure out what 2 get. I need a lot of storage 4 all of my music. I may have 2 get a desktop instead of a laptop. ,0
22211,lady gaga tap tap is addictive. why is everyone pissing me off today ,0
22212,@gomezkun Glad you made it safely.  And good luck!,1
22213,@Melanie0801 sure does...i'd foul him!! ,1
22214,"@girishmallya I so hope so. This happened a couple of years back too, just before the French Open. Things (on clay) didn't change then ",0
22215,I am awake. 3:35:25 AM and stired with vision. This friday is going to be nuts. So far away ,0
22216,B forgot what day it was again to day - got her self in a bit of a state about it all ,0
22217,I'll be back later ,1
22218,@pingpingss dope t-shirt. I like ,1
22219,@stevenbward i signed up for you match making website and its not working. ,0
22220,To the gym... Few hundred ALL-NETTERS then kicking back and enjoying this Texas weather.   Lets get to work!  Cyaaaaaaa!  ,1
22221,@ozdj fifa09 on xbox 360  cant wait for fifa10!,1
22222,is REALLY sore from her kettlebell workouts ,1
22223,My PC is not working  So I'm gonna use my brother's Pc,0
22224,tv on the couch with the hubs and pup ,1
22225,"@ddlovato hello demi ! here we go again is the most amazing song ever. i want to go to the PPP premiere,but i have finals  have fun !!",0
22226,Sailing again today. ,1
22227,@supertunaman: Will do ,1
22228,Can't sleep... Deleted random people that were following me... Wishing some day Ms. @AubreyODay  will respond to my Tweets... ,1
22229,alright typing all these was really boring  Taryn I hope you enjoyed them ,0
22230,reviewing members list for Thai Business Club networking.. banyakkkkkk gilaaaaa...tiba2 rasa malaaasss muncul.. hucksss ,0
22231,is heading right through torando country. *bill paxton's voice* &quot;tighten your seat belt!!&quot; ,1
22232,looooong Saturday. Badu was lovely! Happy bday @djastonish and we're gonna do HH again @jackiemorales17 . Glad you liked! ,1
22233,@DCdebbie Don't blame me! Maybe you should figure out a good time to get together and watch it. ,1
22234,Hates the fact that she has a major allergy to cut grass now she's all itchy ,0
22235,"i wanna pre-order LVATT! yesh, but i'm like in the other side of the world? yeah other side, i checked the globe ",0
22236,waiting for mum to get off the phone so she can take me to toyas ,0
22237,"@EternalAegis  Aww, but tarantulas are so furry. I bet even you'd pet one.",0
22238,has just got up.. reallly don't want to go back to school on mondayy! ,0
22239,essay writing! how i hate it. i had so much Alfredo pasta and garlic bread today ,1
22240,@piperratus it's alright. i like the ending. ,1
22241,done with TAX! its was pretty good. also was CRA ,1
22242,"@bklein34 I'm one of those who composes hold music. Think you'd like mine though.  But, it's only used at 1 SoDak biz.",1
22243,I think Im losing you ,0
22244,@nickjonas nick really REALLY i love you ,0
22245,"@chriswicks haha - no.  in fact, exactly the opposite!",1
22246,"Sushi and a movie, such a lovely combination ",1
22247,After today they are all half days  sweet -HopeKeepsUs-,1
22248,"rain rain, go away... ",0
22249,@sneffielynn IDK WHO THAT IS ,0
22250,"I'm hungover and still in bed, bad times! had a quality day yesterday though, I dread to think how much beer was consumed! my head hurts ",0
22251,Work is busy!!  It's stressful!! But I still love the craziness about it!  Today we spent time listening to people audition for a new ad!,1
22252,@NeSsIe_Cullen10 I wish you were here with me right now ,0
22253,@ashevilleallie I tried that twice! ,0
22254,@jonhatesyou aw my dear i'm sorry ,0
22255,@adrianec I am going to buy it in an hour and half. I like the experience of going to an actual store ,1
22256,uuuuuuuuuugh ,0
22257,@karlasand THNX! glad u dig the R&amp;J  PeAcE On EaRtH! JT,1
22258,just got back from dtown took a bunch of pictures and got coffee  also a lot of weirdos today! hahaha love it!,1
22259,Photo: campusbeef: ï¿½HAHAHA!  youï¿½re very welcome! keep tumblring eh?! http://tumblr.com/x5j1pgvqi,1
22260,Waiting for the new season of LIPSTICK JUNGLE and FRIDAY NIGHT LIGHTS. What take 'em soooo long? ,0
22261,bed. getting up early to study math tomorrow.  but bridget's home!,0
22262,"Its fun to randomly text your nephew, without him knowing that you have his phone number ",1
22263,Having a good time with the fam. ,1
22264,I kind of agree with Peta about the fly. ,0
22265,@danecook oh my god! one of the funniest things i've ever watched ,1
22266,about to go to leeds shopping ,1
22267,says madawat untahh ko sa busay!!!!  http://plurk.com/p/12b7lv,0
22268,@RobMillsyMills have an awesome time ,1
22269,5 hours of sleep.... Why is this happening to me ,0
22270,@CokoClemons LOL!! Indeed!! But it was funny.. ,1
22271,BMX fail at the skate park at 1.30am ,0
22272,@twinklestah  I hope you're okay! Try and have a fun night &lt;3,0
22273,Miley follow me please please! I really want to talk with you but Idk how ( I wrote you 50 messages on MySpace but you never answered ,0
22274,@peterfriese Sorry you couldn't make it Peter. Maybe for #cg2010  The venue is good and we also have good weather for our punt trip.,1
22275,"@mp3mad lapu-lapu city, cebu. lol ",1
22276,Is Depressed ,0
22277,put ipod in the washing machine  silly me!,0
22278,My flats make me feel like I'm wearing ortho shoes  super sexy-let me tell ya.  This is why I'm always in heels or flip flops. Boo.,0
22279,"@Sandy_B_  has to be in the 15th , so another busy week and then EVERYTHING is finished ! ",1
22280,"@ronn76 You didn't show, so we had dinner without ya...no leftovers sorry ",0
22281,@amyreid26 they (mcr) won't win best live band either green day have just under a million votes  ,0
22282,@KnowYourObama OK - just a little dense ,1
22283,Ice cream! ,1
22284,"yeyy...sunny day to myself...kids gone back to school.oh,and got some fags ",1
22285,i wish my sunburn would just go awayyy! ,0
22286,@Abaddon12 I love you too ,1
22287,i am very sad xbox live is off line for a day  no COD today,0
22288,"@yourdreammaker lol it only took you three months! ha That's ok, I won't hold it against you  I'm well ... you?",1
22289,"@evie911 I'm still thinking what kind of contest.  Maybe, you could suggest",1
22290,@JayeTaylor That should be a site  LOL,1
22291,@berkebanks hah. more like a protein shake...thanks for the offer but L.A. is pretty far. I'll have to settle for cytosport for now   lol,0
22292,is worried about this tornado in mboro ,0
22293,"@binhog737 Sorry about the weather, hopefully you're not in the 2-3 hour wx delays here in BWI ",0
22294,"Saw old roomate kate.  Things were pretty awesome, k? Serendipity. ",1
22295,@ricardoaperez i agree. but he wont listen to me  @chrismusick hitch hike pleaseee? and you owe me a dance!,0
22296,I'm goin for a movie marathin today!  (Even if it's just 3 movies) lol,1
22297,"14 days and i get to see my sofia  &amp;; perri and aidan and matt and ashley and not george because ive dissowned him, but my ellis! (k)",1
22298,Back home for a few days . . really missing my lovely Cotswold home    x,0
22299,"Download movie  &quot;Sex, Lies, and Videotape&quot; http://tinyurl.com/cjv9qm cool #movie",1
22300,Everyone is so intriguing. You are all so gifted in your own ways. I enjoy all of my twitter friends. Bless you all with abundant life... ,1
22301,"@drlnmey I also do, KIM BUM is in the top of my list, though ",1
22302,"stickam.com/linalrae come talkkkk  started: Sun, 20:51 PDT",1
22303,"@clarinetjabber oh ight, I feel u. So u had to take time off from school I take it. That sucks ",0
22304,I'm drawing again ,1
22305,www.WillYouAtMe.com? ,1
22306,@ArmyWifeyDebbie Army folk travel so much that we pick up bits/pieces of dialect everywhere we go. I get made fun of back &quot;home&quot; in MS ,1
22307,@ambermcgregor  No problem! You are so welcome.  ,1
22308,talent show: great. dinner: great. company: indescribable ,1
22309,Hello Tweeters from my PSP. This is not a great way to tweet. ,0
22310,i wanna get thru today... ,0
22311,hurt my leg today in gym. aw pooh ,0
22312,First hot day in ages- HUZZAH!  I've been out all day at The American Fairground and in Liverpool One.,1
22313,My 89 year old grandma in Chicago is having emergency surgery today.... ,0
22314,@gallowsofficial wish I could make it to the gig in the Netherlands ,0
22315,@Gucaine NO SEAS CRUEL.  I'm worry.,0
22316,@shutrbg May or may not make it to Phx   No dates yet in the works...,0
22317,"Feeln much betta  can't wait for this weekend, party!! Lol",1
22318,done with first exam... the next one is anatomy and i have to memorize those ,0
22319,@brianhewitt me  when is urs? mines the 30th,1
22320,is sick today  Hadn't happened in so long that I could not remember how much it sucks !,0
22321,I cough at nite again ... weird i've been well all day ,0
22322,@peapod5 I have a very kind friend that lent it to me.... sorry   Not sure where she got it sadly!,0
22323,feeling numb from this boiling hot weather!! Plans ruined ,0
22324,@pathfindersar You dropped me   You can use http://friendorfollow.com to see who is following you that you aren't following.,0
22325,good morning tweets...hope all have a blessed day today if ur off to summer jam fill me in lata of course i have to work ,0
22326,@IckleNeko I want peanut butter...tesco value is literally the best peanut butter ever....but i dont have any i only have rubbish sun pat ,0
22327,"@redbirdie I will get one, but it will be later ",1
22328,"@Toukka Yes, in retrospect, Kaurismï¿½ki probably was the better option - but I did enjoy watching Susan Boyle lose ",1
22329,What a day it will be. Delivery day for Ziggo. Content not approved by client yet. It's gonna be fun ,1
22330,@katrinayellow good advice. he's hot. ,0
22331,@music_hyp thank you ,1
22332,@Snowshadow Thx for accepting. Am all ears to know what you think of it ,1
22333,I got 5 in English lesson  now drinking sprite,1
22334,"paris was great, like really awesome; anyway, now in pamsterdam! also i broke mobile phone updating  pam i sent you my number, call me!!!!",0
22335,"@jaredgolberg i saw that depeche mode clip, but they're lip-syncing ",0
22336,@abbiereed http://twitpic.com/7n85t - oh noooo  bless him!,0
22337,"With all my work done, I can now go out to play. Looking forward to a night with my favorite girl. ",1
22338,watching joshua play video games...lameeee ,0
22339,@Ifith yeap  i love the narnia series :] C.S Lewis rocks! ada unsr k-kristenan nya ,1
22340,@sk88z Scratch it don't live in the U.S  fail for me,0
22341,"Okay. Not so much the Cullens house anymore. Now its like When A Stranger calls, and I'm really scared ",0
22342,Four days from now will mark the saddest and final day of high school... ,0
22343,I'm super tired but also full of energy. It's odd. Let's do something! ,1
22344,www.wowtwitter.com - A twitter for your World of Warcraft character ,1
22345,Is there more to life than just pain ,0
22346,@acaraulia that sucks. ,0
22347,is eating pizza. wait.  http://plurk.com/p/11aenz,1
22348,Eating with my parents.  Only two more days until I head to Canada.  I'm going to miss my parents!  ,0
22349,@ellebait yeay robert is coming today ,1
22350,@mileycyrus I will vote for you ,1
22351,i think im getting a cold. ,0
22352,@PeterTaliangis You may have to find me a new job to afford that ,0
22353,I hate verizon... I want to switch to sprint ,0
22354,@doodledonut evening back at you ,1
22355,Almost to school... Rockin to some Jeff Johnson (wishing i could sing with him again!) and trying to wake up without any coffee. ,0
22356,@sarzparella is there a VS in seattle or a AP? No AP or else I'd go there.  But there is a VS and one in bellingham! i go there sometimes.,0
22357,Why's Twitter so addictive? Very cold  I may go watch America's got talent in a bit.,0
22358,getting a livelavelive t-shirt over district lines.. ,1
22359,@quantenimpuls approx. 90 working hours to weekend  #umzug #serveraufbau #durcharbeiten,0
22360,Everything looks hit when its wet ,0
22361,"@lifeinafolder u r beginning to forget me, remember those late nite sessions. M happy to get back to normality ",1
22362,"@sarial Dude if you are serious, congratulations   Why would there be negativity about it?",1
22363,@chibiryan - yeah!!! @commoncraft  cool they are here too.,1
22364,@ddlovato i love you Demi!!!! u rock!!!!! cant wait for ur new album could you please reply!! i've been trying since i got my account ,0
22365,Trying to get someone to get Twitter ,1
22366,hello world! ,1
22367,"@tommcfly Tom, respond me ",0
22368,"feels just a little bit sad.  &gt;| GO AWAY, SADNESS!",0
22369,"@reena214 Thanks! GL to you too  You have insomnia? Woah, haha ",1
22370,saw a dead fawn on the fwy ,0
22371,"@nah_talia not all its cracked up to be, very cold and wet lol + living in britain ive never seen the sun  lol",0
22372,@akirarhymes and yet you dont share ,0
22373,- @joaoqalves Think again   Talvez seja do Ãªnfase na cifra. Mas atenÃ§Ã£o: &quot;Security is a chain; it's as strong as the weakest link â¦,1
22374,@rhaeza you can disappear and i will not be worried!  brimks s2s2 later gurl,1
22375,@stacksZs I did that lol n when I backed it up it wasn't there nemore ,0
22376,"@carmabella, BONNE CHANCE my dear!! man trying to do this exam or looking for info on it just proves how bad i am at this subject   ",0
22377,@MariahCarey Do you have insomnia too or we are in diferents time zones?Haha  I just LOOOVE when you tweet ,1
22378,I want followers ,0
22379,Swine Flu  Why oh why did you come to canada????,0
